id,sum,average,min,max
chr18:45645708-45647748(),1462,1.462,0,6
chr14:76465120-76467486(),5491,5.491,1,14
chr19:49156566-49158611(),9865,9.865,2,37
chr17:42608573-42610622(),23204,23.204,2,61
chr1:104993797-104995818(),207,0.207,0,1
chrUn_KI270749v1:72304-74349(),33985,33.985,7,77
chrUn_KI270749v1:26560-28582(),35113,35.113,7,88
chrUn_KI270747v1:39223-41478(),16807,16.807,4,50
chrUn_KI270747v1:38625-40650(),22686,22.686,6,53
chr9:43310665-43312920(),17484,17.484,4,52
chr9:43310045-43312070(),22694,22.694,6,62
chr7:62375832-62377856(),22477,22.477,2,76
chr7:62378730-62380759(),24316,24.316,6,70
chr7:60990872-60992901(),26183,26.183,7,75
chr7:65646555-65648577(),31134,31.134,5,73
chr7:65139916-65141938(),30543,30.543,5,70
chr7:62379439-62381624(),24461,24.461,5,81
chr22:10698419-10700445(),26038,26.038,7,74
chr22:10570786-10572922(),30337,30.337,5,103
chr21:10626508-10628591(),23213,23.213,4,47
chr2:92073460-92075489(),16502,16.502,4,48
chr2:92071959-92073984(),12538,12.538,2,48
chr2:91808099-91810126(),25780,25.78,7,80
chr2:91809145-91811172(),32347,32.347,7,100
chr2:92073185-92075211(),14941,14.941,5,50
chr2:91441239-91443484(),30492,30.492,5,81
chr1_KI270712v1_random:27785-29872(),23565,23.565,6,73
chr17:26774150-26776175(),31926,31.926,5,93
chr17:26961913-26963937(),29354,29.354,7,80
chr17:21841226-21843249(),31644,31.644,7,89
chr17:26961470-26963492(),17429,17.429,6,60
chr16:32277468-32279498(),21676,21.676,5,66
chr16:33328163-33330193(),22828,22.828,5,66
chr16:33384702-33386732(),23358,23.358,5,75
chr16:33483484-33485514(),23399,23.399,5,68
chr16:34801027-34803195(),27288,27.288,5,78
chr16:33057900-33060135(),18813,18.813,4,65
chr15:19943589-19945610(),25420,25.42,5,65
chr10_KI270824v1_alt:74365-76394(),32138,32.138,8,97
chr10:42176780-42178852(),28022,28.022,5,80
chr10:38941781-38943802(),23321,23.321,6,59
chr1:144321755-144323783(),23261,23.261,9,70
chr1:121395089-121397169(),28129,28.129,5,79
chr9:40650676-40652771(),22282,22.282,4,84
chr7:62274979-62277024(),27753,27.753,6,77
chr7:62275670-62277824(),23475,23.475,3,62
chr7:57867658-57869684(),28399,28.399,6,73
chr7:57867454-57869479(),27483,27.483,5,74
chr7:65508987-65511010(),25975,25.975,9,76
chr7:57867148-57869169(),25677,25.677,8,73
chr7:57868431-57870451(),11134,11.134,4,58
chr2_KI270894v1_alt:171127-173174(),30328,30.328,7,81
chr2:90359480-90361527(),29534,29.534,7,80
chr2:92042645-92044672(),25851,25.851,7,78
chr1_KI270765v1_alt:153111-155139(),24458,24.458,10,82
chr1_KI270712v1_random:4744-6794(),29832,29.832,6,89
chr1_KI270712v1_random:2843-5105(),29470,29.47,6,106
chr18:15164272-15166295(),21101,21.101,5,39
chr16_KI270728v1_random:239027-241057(),22824,22.824,6,66
chr16_KI270728v1_random:910274-912304(),20923,20.923,6,64
chr16_KI270728v1_random:1107796-1109909(),33071,33.071,5,78
chr16_KI270728v1_random:1107456-1109687(),25097,25.097,5,82
chr16_KI270728v1_random:1107858-1109881(),32289,32.289,7,75
chr16:32650280-32652310(),22916,22.916,6,69
chr16:32845548-32847576(),27712,27.712,5,70
chr16:33027798-33029878(),24353,24.353,4,66
chr16:32084524-32086786(),26391,26.391,7,63
chr16:32845744-32847770(),34613,34.613,8,76
chr16:36101282-36103305(),21859,21.859,3,64
chr14_KI270725v1_random:137403-139426(),23614,23.614,5,84
chr1:144642598-144644626(),23658,23.658,10,72
chr1:125084725-125087181(),27177,27.177,5,77
chr10:73673780-73675825(),11599,11.599,4,27
chr10:48009351-48011396(),10819,10.819,4,28
chr10:47501249-47503294(),9942,9.942,4,24
chr10:45825096-45827141(),11687,11.687,4,25
chr10:87008678-87010723(),13279,13.279,3,29
chr10:50008959-50011004(),11289,11.289,4,28
chr10:46836720-46838765(),12006,12.006,4,28
chr10:46357487-46359532(),12050,12.05,4,23
chr10:46130131-46132176(),12499,12.499,3,28
chr10:45699004-45701049(),12112,12.112,3,27
chr12:39441352-39443404(),12561,12.561,1,48
chr6:149748870-149750915(),22737,22.737,2,73
chr6_GL000256v2_alt:1054171-1056216(),14256,14.256,0,49
chr6_GL000255v2_alt:1010986-1013031(),14641,14.641,0,45
chr6_GL000254v2_alt:1010668-1012713(),13983,13.983,0,49
chr6_GL000253v2_alt:1010607-1012652(),14323,14.323,0,46
chr6_GL000252v2_alt:1011012-1013057(),14541,14.541,0,48
chr6_GL000251v2_alt:1231788-1233833(),13100,13.1,0,46
chr6:29747942-29749987(),14303,14.303,0,48
chr17:44556206-44558255(),12132,12.132,1,57
chr1:214126116-214128141(),1904,1.904,1,5
chr7:132574649-132576698(),10161,10.161,1,31
chr11:78675106-78677151(),12258,12.258,2,27
chr3:75671706-75673755(),16836,16.836,4,60
chr1:228609531-228611576(),26218,26.218,4,64
chr1:228611772-228613817(),26526,26.526,4,68
chr1:228614013-228616058(),26295,26.295,4,68
chr1:228616254-228618299(),24865,24.865,4,59
chr1:228618495-228620540(),26402,26.402,4,62
chr1:228620710-228622755(),25960,25.96,4,59
chr1:228622930-228624975(),25547,25.547,4,67
chr1:228625172-228627217(),26434,26.434,4,60
chr1:228645303-228647348(),26031,26.031,4,67
chr1:228643072-228645117(),26399,26.399,4,70
chr1:228640831-228642876(),27266,27.266,4,68
chr1:228638600-228640645(),25543,25.543,4,63
chr1:228636359-228638404(),26178,26.178,4,71
chr1:228634134-228636179(),26369,26.369,4,65
chr1:228631894-228633939(),26278,26.278,4,72
chr1:228629653-228631698(),26365,26.365,4,75
chr20:29406902-29408951(),13403,13.403,4,42
chr12:118134867-118136913(),14940,14.94,2,54
chr5:1488599-1490644(),8251,8.251,1,25
chr3:138019333-138021353(),1104,1.104,0,4
chr5_KI270791v1_alt:19128-21173(),8408,8.408,1,26
chr1:1135979-1138024(),25007,25.007,5,61
chr16:33128170-33130193(),23902,23.902,3,62
chr15_KI270905v1_alt:568446-570491(),31209,31.209,4,86
chr15_GL383554v1_alt:9182-11227(),29959,29.959,4,81
chr15:28321222-28323267(),29518,29.518,4,73
chr15:20505255-20507300(),30745,30.745,4,86
chr5:1200389-1202415(),14870,14.87,4,42
chr16:32740216-32742239(),23734,23.734,3,63
chr15_KI270905v1_alt:864146-866191(),31044,31.044,4,86
chr15_KI270851v1_alt:137373-139418(),31210,31.21,4,81
chr15_GL383554v1_alt:287935-289980(),30344,30.344,4,84
chr15:28588355-28590400(),30547,30.547,4,76
chr15:23302625-23304670(),28371,28.371,4,79
chr15:22493762-22495807(),32564,32.564,4,87
chr6:143059237-143061295(),9071,9.071,1,76
chr1:47312933-47314978(),10976,10.976,1,49
chr8:99041368-99043389(),992,0.992,0,12
chr14:59898688-59900748(),4995,4.995,0,23
chr13:49935142-49937187(),20990,20.99,2,66
chr7:147999879-148001899(),11402,11.402,3,25
chr6:43262213-43264258(),15581,15.581,4,40
chr13:72726485-72728530(),21877,21.877,4,62
chr10:75397773-75399818(),22162,22.162,3,57
chr1:47996131-47998176(),26859,26.859,4,76
chr9:104225252-104227466(),241,0.241,0,5
chr11:118924922-118926967(),17507,17.507,1,61
chr6:169340211-169342231(),4747,4.747,1,18
chr11:120958003-120960025(),2283,2.283,0,14
chr1:156244522-156246567(),12714,12.714,2,60
chr13:20300400-20302445(),13432,13.432,3,43
chr9:124258341-124260397(),9396,9.396,2,20
chr17:43607784-43609804(),13014,13.014,0,41
chrX:153077300-153079345(),12145,12.145,0,44
chrX:153070685-153072730(),11725,11.725,0,36
chr16:2008902-2010947(),30734,30.734,3,84
chr21:43564181-43566226(),18576,18.576,4,47
chr21:5972345-5974390(),17818,17.818,4,51
chr7:107578833-107580893(),11190,11.19,0,58
chrX:100799457-100801477(),377,0.377,0,11
chr19:55155066-55157116(),9751,9.751,1,34
chr9:2843024-2845069(),20841,20.841,4,52
chr9:91948168-91950214(),18914,18.914,1,63
chr16_KI270853v1_alt:1332809-1334832(),11699,11.699,0,40
chr16:15674798-15676821(),11662,11.662,0,40
chr15:90870924-90872969(),26379,26.379,3,78
chr22:46070445-46072490(),35121,35.121,6,128
chr6:83064622-83066667(),16506,16.506,2,48
chr6_GL000256v2_alt:2657306-2659351(),11312,11.312,2,51
chr6_GL000255v2_alt:2610763-2612808(),10766,10.766,2,47
chr6_GL000254v2_alt:2697051-2699096(),10638,10.638,2,45
chr6_GL000253v2_alt:2663680-2665725(),11641,11.641,2,66
chr6_GL000251v2_alt:2835425-2837470(),11376,11.376,2,66
chr6:31355067-31357112(),11356,11.356,2,57
chr4:150494150-150496171(),6078,6.078,2,29
chr8:140046136-140048182(),9576,9.576,0,30
chr14:50310883-50312928(),13758,13.758,1,58
chr8:89999848-90001908(),9680,9.68,2,35
chr18:5893814-5895859(),11218,11.218,0,58
chr9:108815167-108817213(),7287,7.287,1,15
chr18:77132394-77134439(),14942,14.942,3,60
chrX:125068591-125070611(),9826,9.826,2,27
chr7:149869267-149871288(),1743,1.743,0,10
chr5:14581060-14583105(),24200,24.2,2,77
chr6:80359361-80361381(),2538,2.538,0,13
chr15:74958078-74960123(),15005,15.005,0,47
chrY:1391462-1393507(),26045,26.045,4,77
chrX:1391462-1393507(),26528,26.528,4,79
chr19:38830608-38832653(),16168,16.168,3,50
chr6:89818691-89820736(),21342,21.342,4,51
chr19:35743912-35745957(),14822,14.822,5,40
chr4:186431440-186433485(),10874,10.874,2,32
chr4:186431738-186433783(),11486,11.486,2,33
chr4:186431830-186433875(),10417,10.417,2,34
chr4:186432198-186434243(),12012,12.012,2,36
chr4:186432520-186434565(),11527,11.527,2,33
chr4:186432704-186434749(),11279,11.279,2,28
chr4:186432796-186434841(),11535,11.535,2,34
chr4:186433115-186435160(),11862,11.862,2,34
chr4:186435416-186437461(),7606,7.606,2,24
chr4:186435278-186437323(),8682,8.682,2,29
chr4:186434726-186436771(),11414,11.414,2,31
chr4:186434220-186436265(),13038,13.038,2,32
chr4:186433714-186435759(),11989,11.989,2,38
chr4:186433622-186435667(),11984,11.984,2,31
chr4:186433207-186435252(),11522,11.522,2,32
chr4:186433760-186435897(),11239,11.239,3,32
chr2:119222981-119225026(),30494,30.494,4,75
chr2:179860304-179862349(),34504,34.504,5,90
chr12:121451980-121454025(),17776,17.776,2,61
chr9:130664392-130666452(),10200,10.2,1,42
chr3:69404795-69406987(),1097,1.097,0,10
chr12:25957168-25959220(),12741,12.741,0,79
chr10:94560417-94562439(),7145,7.145,0,32
chr2:27666572-27668596(),482,0.482,0,7
chr20:54171716-54173761(),11499,11.499,3,39
chrX:69615213-69617258(),18765,18.765,3,52
chr7:2352929-2354974(),16062,16.062,1,45
chr1:200039886-200041931(),14709,14.709,2,35
chr19:14564379-14566424(),12214,12.214,4,35
chr13:108213688-108215733(),12815,12.815,2,39
chr19:44891391-44893412(),3149,3.149,0,12
chr14:19266327-19268372(),14470,14.47,1,51
chr22:15853985-15856030(),14135,14.135,1,56
chr14:19131632-19133677(),13758,13.758,1,54
chr12:53993937-53995982(),14452,14.452,2,45
chr1:210231642-210233687(),20366,20.366,3,78
chr17_KI270857v1_alt:1983415-1985460(),11530,11.53,3,31
chr17:37744359-37746404(),11581,11.581,3,29
chr15:95006573-95008593(),1366,1.366,0,14
chr1:113758122-113760167(),25691,25.691,4,61
chrX:40157539-40159584(),21492,21.492,4,68
chr18:79145545-79147590(),10706,10.706,2,31
chr18:79145305-79147350(),12835,12.835,2,36
chr18:79145017-79147062(),10001,10.001,2,35
chr18:79144393-79146438(),8974,8.974,2,24
chr18:79144249-79146294(),8877,8.877,2,27
chr18:79144015-79146060(),8407,8.407,2,27
chr19:615829-617875(),23388,23.388,3,69
chr19:48953623-48955677(),19576,19.576,1,74
chr11:11620527-11622572(),13956,13.956,2,47
chr1:228164402-228166447(),16308,16.308,3,66
chr1:18876330-18878375(),15270,15.27,1,48
chr7:72826880-72828925(),9988,9.988,1,45
chr20:60511142-60513411(),11129,11.129,3,25
chr1_KI270765v1_alt:1131-3151(),9128,9.128,2,28
chr1:147083274-147085326(),11085,11.085,2,37
chr1:149128747-149130767(),9008,9.008,2,29
chr1:144489836-144491856(),9003,9.003,2,32
chr1:146442387-146444407(),9068,9.068,2,30
chr1:120387471-120389491(),8651,8.651,2,29
chr1:16739954-16741974(),7000,7.0,1,27
chr3:125968474-125970519(),11492,11.492,2,45
chr3:123990802-123992847(),9298,9.298,2,43
chr15:27224330-27226375(),7464,7.464,3,11
chr1:61055783-61057839(),7186,7.186,2,37
chr6:1609477-1611522(),33137,33.137,3,89
chr1:244968907-244970952(),18964,18.964,2,53
chr6_GL000254v2_alt:3436730-3438775(),10676,10.676,1,45
chr6_GL000253v2_alt:3399704-3401749(),10202,10.202,1,37
chr6_GL000252v2_alt:3336091-3338136(),10617,10.617,1,39
chr6_GL000251v2_alt:3533037-3535082(),10611,10.611,1,50
chr6:32094704-32096749(),10601,10.601,1,42
chr13:81523227-81525247(),7918,7.918,4,13
chr1:247856545-247858590(),34830,34.83,5,83
chr18_KI270863v1_alt:145963-148008(),13085,13.085,3,38
chr18:79703330-79705375(),13345,13.345,3,47
chr10:100911555-100913600(),12095,12.095,0,45
chr17:46922656-46924716(),8441,8.441,0,42
chr19:18279435-18281480(),24419,24.419,2,90
chr1:109508307-109510352(),16449,16.449,3,78
chr7:150367398-150369443(),24375,24.375,4,66
chr19:522146-524191(),15380,15.38,3,59
chr19:11886964-11889009(),14653,14.653,3,44
chr19:11964189-11966219(),14581,14.581,2,42
chr19:12412950-12414971(),11592,11.592,4,22
chrX:49942237-49944268(),8064,8.064,1,28
chr12:12724735-12726795(),20161,20.161,0,61
chr7:95238595-95240615(),2639,2.639,0,7
chr1:96725096-96727121(),7830,7.83,0,42
chr19:21851007-21853052(),15622,15.622,4,56
chr2:25041279-25043324(),35296,35.296,8,77
chr12:49903155-49905200(),19010,19.01,5,54
chr5:55222179-55224224(),15602,15.602,2,52
chr7:149718530-149720575(),9996,9.996,1,34
chrX:32168201-32170221(),111,0.111,0,4
chr5:76084025-76086071(),16274,16.274,1,73
chr2:111883055-111885100(),20970,20.97,1,65
chr11:71188125-71190146(),6572,6.572,1,28
chr11:116613149-116615169(),2625,2.625,0,15
chr2:69741013-69743058(),19188,19.188,2,55
chr6:85017220-85019245(),5024,5.024,1,24
chr10:3782563-3784608(),8510,8.51,2,23
chrX:149343667-149345716(),1454,1.454,0,5
chr2:25063169-25065507(),11291,11.291,1,36
chr15:75842223-75844268(),30264,30.264,2,97
chr9:95751380-95753425(),14952,14.952,3,45
chr5:93594002-93596047(),15108,15.108,1,36
chr9:96618886-96620931(),16945,16.945,5,86
chr6:41405743-41407788(),11542,11.542,0,54
chr2:96838648-96840693(),18983,18.983,4,45
chrX:150738125-150740148(),5050,5.05,1,19
chr1:114715332-114717387(),5035,5.035,0,25
chr3:139934477-139936522(),17715,17.715,0,68
chr11:64184160-64186211(),14127,14.127,2,63
chr7:55018517-55020562(),33344,33.344,7,84
chr8:71546687-71548733(),26380,26.38,3,69
chr18:76822228-76824273(),21931,21.931,2,86
chr2:131033619-131035664(),14757,14.757,1,64
chr11:68840551-68842596(),23796,23.796,1,83
chr6:27205287-27207345(),6898,6.898,1,19
chr15:46463529-46465550(),5576,5.576,0,28
chr16:4270220-4272265(),10727,10.727,2,38
chr3:10140579-10142637(),22654,22.654,2,90
chr5:66126810-66128831(),7029,7.029,0,27
chr18:70562133-70564156(),444,0.444,0,10
chr8:22565037-22567082(),29159,29.159,4,85
chr10:44205452-44207497(),11714,11.714,4,28
chr8:13114366-13116386(),8894,8.894,3,29
chr22:44409753-44411773(),7575,7.575,1,30
chr1:3518329-3520374(),8328,8.328,0,34
chr2:8675310-8677355(),15553,15.553,2,47
chr18:59307755-59309800(),18625,18.625,2,44
chr15:75321496-75323543(),10868,10.868,0,38
chr9:97982521-97984568(),20694,20.694,0,89
chr14:75050309-75052354(),23020,23.02,1,60
chr6:27892884-27894933(),10286,10.286,1,33
chr18:64031757-64033777(),1998,1.998,0,12
chr2:182865065-182867111(),11370,11.37,4,33
chr11:7513030-7515075(),22831,22.831,2,60
chr1:39104854-39106903(),21920,21.92,2,86
chrX:136496641-136498689(),19290,19.29,0,81
chr11:126940984-126943457(),8103,8.103,1,17
chr6:99424004-99426058(),15234,15.234,2,43
chr10:34813117-34815164(),12160,12.16,2,55
chr6:169166467-169168512(),12778,12.778,3,41
chr17:29591802-29593847(),8757,8.757,0,57
chr1:45520428-45522479(),13382,13.382,1,57
chrY:24275898-24277942(),6975,6.975,0,19
chrUn_KI270745v1:23272-25317(),9743,9.743,1,30
chrUn_KI270745v1:19682-21727(),7622,7.622,1,35
chr9:138279112-138281157(),11028,11.028,0,34
chr7:128651534-128653579(),8602,8.602,1,30
chr7:45813798-45815842(),6178,6.178,0,29
chr7:65838069-65840423(),3718,3.718,0,12
chr5:181326598-181328643(),11680,11.68,1,35
chr5:181324413-181326458(),8194,8.194,1,28
chr5:181319660-181321850(),6648,6.648,3,24
chr4:118632669-118634714(),12092,12.092,1,32
chr3:198221042-198223087(),11422,11.422,0,38
chr3:198217489-198219679(),6320,6.32,3,29
chr3:198214075-198216265(),6792,6.792,3,24
chr3:198217743-198219765(),4564,4.564,0,21
chr20:64287746-64289791(),7646,7.646,1,24
chr19:48390788-48393116(),6507,6.507,2,34
chr16:90170570-90172615(),12875,12.875,1,39
chr16:90166491-90168536(),8057,8.057,1,28
chr11:69654537-69656716(),4903,4.903,0,15
chr10:38450584-38452629(),8697,8.697,0,29
chr10:112842708-112844846(),2727,2.727,0,9
chr1:227969769-227971814(),11028,11.028,1,29
chr1:227972905-227974950(),12021,12.021,1,34
chr1:227966809-227975217(),11287,11.287,3,33
chrY:25392205-25394249(),7156,7.156,0,20
chr7:51385501-51387546(),10443,10.443,0,29
chr7:51387574-51389619(),10159,10.159,0,42
chr7:55743790-55745834(),15810,15.81,0,39
chr7:51388459-51390691(),9089,9.089,2,26
chr7:55739970-55742173(),11770,11.77,2,31
chr7:56365653-56367856(),11308,11.308,2,34
chr7:51388780-51393463(),5369,5.369,0,13
chr7:55744110-55748793(),6240,6.24,0,17
chr7:56374583-56379267(),5741,5.741,0,14
chr7:56812043-56814275(),10911,10.911,1,33
chr7:56813785-56816017(),11390,11.39,1,32
chr7:56815575-56817807(),10705,10.705,1,36
chr4:119405870-119407915(),10723,10.723,0,32
chr4:119405070-119407115(),10207,10.207,0,34
chr3_KI270784v1_alt:12472-14517(),11332,11.332,0,37
chr3_KI270784v1_alt:15794-17816(),4573,4.573,0,17
chr1_KI270763v1_alt:66972-69017(),7339,7.339,0,31
chr1_KI270763v1_alt:65092-67137(),10730,10.73,0,32
chr1_KI270763v1_alt:66049-70109(),4567,4.567,0,27
chr19:196456-198501(),11623,11.623,0,33
chr19:203871-206061(),6560,6.56,3,25
chr19:200457-202647(),6281,6.281,3,31
chr19:200373-202393(),4562,4.562,0,23
chr17_GL383563v3_alt:1097-3142(),11819,11.819,0,34
chr17_GL383563v3_alt:7951-10141(),7349,7.349,3,29
chr17:61097-63142(),11837,11.837,0,39
chr17:67951-70141(),7430,7.43,3,25
chr17:17796430-17798467(),6870,6.87,0,30
chr11:126538-128583(),12068,12.068,0,39
chr11:128967-131012(),7246,7.246,0,25
chr11:50071787-50074181(),3100,3.1,0,10
chr11:50071198-50077766(),3056,3.056,0,13
chr11:133591-135781(),6833,6.833,3,28
chr11:50076724-50079049(),6752,6.752,0,17
chr11:130082-132104(),3706,3.706,0,19
chr1:134324-136369(),12435,12.435,0,36
chr1:137290-139335(),7300,7.3,0,26
chr1:490307-492352(),12065,12.065,0,38
chr1:492492-494537(),8116,8.116,0,26
chr1:725310-727355(),11699,11.699,0,33
chr1:727398-729443(),7989,7.989,0,27
chr1:222472147-222474192(),10004,10.004,0,30
chr1:222472947-222474992(),7746,7.746,0,31
chr1:223950785-223952830(),6829,6.829,0,20
chr1:243052984-243055029(),10830,10.83,0,29
chr1:243054864-243056909(),7546,7.546,0,31
chr1:726474-730535(),5202,5.202,0,24
chr1:243053941-243058001(),4424,4.424,0,23
chr1:138491-495629(),0,0.0,0,0
chr19:56863418-56865463(),16030,16.03,2,51
chr14:90059908-90061953(),26408,26.408,6,70
chr16:57536127-57538172(),15406,15.406,1,51
chr3:50453793-50455816(),2243,2.243,0,14
chr17:7382837-7384882(),16760,16.76,1,58
chr13:38845710-38847730(),2992,2.992,1,6
chr7:105812910-105814930(),3182,3.182,0,22
chr5:50665823-50667868(),14582,14.582,2,63
chr1:120912094-120914139(),16649,16.649,2,62
chr16_KI270853v1_alt:2016258-2018303(),13492,13.492,4,42
chr16_KI270853v1_alt:1975009-1977054(),13017,13.017,4,49
chr16_KI270853v1_alt:524898-526943(),13918,13.918,4,41
chr16:16357069-16359114(),13908,13.908,4,40
chr16:16317036-16319081(),13049,13.049,4,39
chr16:14918385-14920430(),13350,13.35,4,41
chr16_KI270853v1_alt:751156-753201(),12624,12.624,4,47
chr16:18349585-18351630(),12638,12.638,4,39
chr16:15135564-15137609(),13965,13.965,4,38
chr16:2116486-2118531(),13294,13.294,4,36
chr4:134200776-134202836(),18351,18.351,1,56
chr20:1140481-1142501(),3001,3.001,0,17
chr19:847996-850017(),10370,10.37,0,37
chr12:48788487-48790532(),20479,20.479,2,55
chr3:46692931-46694976(),23611,23.611,4,71
chr9:121735201-121737246(),14174,14.174,2,54
chr2:203061532-203063552(),2320,2.32,1,8
chr19:58008403-58010449(),12709,12.709,3,48
chr1:153940892-153942937(),12997,12.997,4,30
chr4:3513874-3515921(),15803,15.803,2,41
chr7:25950140-25952186(),25871,25.871,2,80
chr3:66038530-66040580(),12413,12.413,1,44
chr16:88816658-88818703(),12292,12.292,3,35
chr12:132839218-132841238(),3974,3.974,0,17
chrX:40173289-40175334(),11907,11.907,0,36
chr11:86140624-86142650(),2561,2.561,0,13
chr8:22590023-22592043(),7088,7.088,0,21
chr19:52569007-52571056(),13484,13.484,1,42
chr19:52452230-52454250(),4711,4.711,1,38
chr4:182799240-182801285(),30772,30.772,4,79
chr15_KI270850v1_alt:301548-303593(),32679,32.679,8,81
chr15:85233028-85235073(),32155,32.155,8,76
chr15:84342972-84345017(),32049,32.049,8,84
chr15:84228401-84230446(),32648,32.648,8,84
chr15:82512215-82514260(),33248,33.248,8,83
chr15_KI270850v1_alt:143839-145884(),32580,32.58,8,80
chr15_KI270850v1_alt:64839-66884(),31330,31.33,8,77
chr15:84443135-84445180(),32514,32.514,8,75
chr15:82354779-82356824(),32427,32.427,8,76
chr10:47761161-47763206(),11426,11.426,3,37
chr10:46578602-46580647(),12272,12.272,3,54
chr2:197498375-197500420(),18754,18.754,3,70
chr10:2888796-2890841(),10015,10.015,1,39
chr1:6598012-6600057(),11094,11.094,1,36
chr12:120468432-120470477(),28001,28.001,6,88
chr2:54455513-54457558(),26392,26.392,1,92
chr5:2751682-2753727(),13803,13.803,3,56
chr5:141477236-141479296(),10550,10.55,1,33
chr21:45589790-45591835(),20620,20.62,2,68
chr20:63750547-63752592(),10048,10.048,0,34
chr7:983922-985967(),10658,10.658,1,32
chr22:29205104-29207149(),27538,27.538,4,74
chr16:5238849-5240894(),24298,24.298,1,75
chr11:71638512-71640557(),22908,22.908,1,65
chr4:4106497-4108535(),23883,23.883,1,75
chr3:130001999-130004044(),23142,23.142,1,70
chr3:75579192-75581237(),22212,22.212,1,72
chr17:48618138-48620186(),11992,11.992,0,35
chr7:27452798-27454818(),3040,3.04,0,31
chr15:75355019-75357064(),11982,11.982,2,33
chr18:47676964-47678993(),7337,7.337,4,20
chr17:81910795-81912853(),15667,15.667,0,86
chr1:209520955-209522976(),1643,1.643,0,13
chr9:39791186-39793211(),10632,10.632,1,39
chr9:86858252-86860283(),2413,2.413,0,5
chr8:700116-702161(),11557,11.557,0,39
chr4:147023126-147025146(),282,0.282,0,2
chr9:62914239-62916264(),10861,10.861,1,39
chr2:113889086-113891131(),21494,21.494,4,68
chr1:180231592-180233637(),4348,4.348,2,14
chrX:40006516-40008565(),11425,11.425,2,31
chr12:48788178-48790223(),14643,14.643,1,54
chr13:94966557-94968608(),15710,15.71,3,52
chr18:12947554-12949599(),22306,22.306,6,68
chr17:73163698-73165752(),12337,12.337,1,51
chr17:42547706-42549751(),22198,22.198,3,65
chr11:67803913-67805969(),14973,14.973,1,57
chr2:47781600-47783660(),15070,15.07,1,62
chr7:157467234-157469279(),13489,13.489,3,37
chr11_KI270831v1_alt:139951-142068(),7255,7.255,2,30
chr11:2907731-2909848(),7617,7.617,2,46
chr1:239997005-239999050(),34209,34.209,7,78
chr1:2799098-2801143(),12603,12.603,1,44
chr12:129903460-129905505(),17082,17.082,2,55
chr4:184732251-184734296(),8321,8.321,1,29
chrY:9335590-9337635(),17033,17.033,1,45
chrY:9376201-9378246(),16363,16.363,1,47
chrY:9396547-9398592(),17154,17.154,1,42
chrY:9465081-9467126(),17587,17.587,1,46
chrY:9485393-9487438(),16730,16.73,1,44
chrY:9505676-9507721(),16021,16.021,1,42
chrY:9525701-9528051(),17438,17.438,1,48
chrY:6264369-6266719(),17555,17.555,1,42
chrY:9355932-9357968(),17234,17.234,1,53
chrY:8279012-8281032(),13712,13.712,2,36
chr17:858531-860591(),5513,5.513,1,18
chr9:130903023-130905068(),13457,13.457,2,49
chrY:11010183-11012204(),6384,6.384,0,17
chrY:10878050-10880071(),2457,2.457,0,7
chrY:10967231-10969251(),1734,1.734,0,10
chr6:35451041-35453086(),11064,11.064,0,63
chr22_KI270736v1_random:116896-118917(),6859,6.859,1,17
chr6:27514013-27516061(),9141,9.141,2,29
chr7:67700392-67702412(),6692,6.692,2,18
chr19:7534237-7536282(),14634,14.634,5,54
chr9:130661191-130663236(),12954,12.954,2,38
chr11:27620510-27622530(),6913,6.913,1,22
chr5:96432138-96434183(),11883,11.883,1,27
chr12:124294629-124296674(),21924,21.924,5,72
chr19:50718198-50720244(),21750,21.75,5,66
chr13:113029514-113031559(),20196,20.196,3,49
chr9:67232991-67235051(),12258,12.258,1,56
chr9:61096095-61098155(),11377,11.377,1,48
chr9:39132191-39134251(),12157,12.157,1,54
chr1:1917656-1919701(),14829,14.829,4,50
chr16:2965650-2967695(),15752,15.752,3,54
chr14:60109387-60111407(),13480,13.48,3,27
chr2:16012773-16014818(),9168,9.168,1,33
chr9:137352711-137354756(),10637,10.637,0,36
chr4:8725087-8727108(),5703,5.703,1,17
chr11:130212190-130214235(),11791,11.791,2,23
chr9:128880595-128882643(),12160,12.16,1,47
chr5:138572710-138574733(),4945,4.945,0,30
chr11:6455297-6457342(),12495,12.495,3,46
chr4:185208787-185210832(),29399,29.399,1,85
chr1:211415496-211417541(),29698,29.698,1,81
chr9:135980328-135982373(),9301,9.301,1,38
chr4:188110962-188112982(),7729,7.729,2,32
chr16:2089567-2091612(),15902,15.902,3,55
chr3:114055200-114057245(),10099,10.099,0,39
chr6:17967195-17969215(),2529,2.529,2,5
chr1:161078548-161080593(),14006,14.006,3,43
chr7:45767565-45769610(),16632,16.632,4,64
chr1:247111088-247113133(),20666,20.666,4,69
chrX:153070934-153072979(),13769,13.769,1,58
chrX:153077051-153079096(),13667,13.667,1,60
chr20:48358964-48361143(),16560,16.56,3,37
chr12:110687799-110689845(),21761,21.761,5,57
chr1:231421566-231423611(),28737,28.737,5,88
chr2:47782144-47784189(),26866,26.866,5,86
chr9:131553413-131555458(),17240,17.24,2,68
chr2:184596921-184598973(),6926,6.926,2,41
chr3:39151649-39153694(),11273,11.273,1,47
chr15_KI270905v1_alt:3805723-3807744(),2234,2.234,1,13
chr15:31520570-31522591(),2288,2.288,1,15
chr1:36616166-36618187(),3910,3.91,0,15
